,literature,temperatureOptimumMaximum,temperatureOptimum,commentary,organism,ecNumber
7888,[658104],,25,assay at,Homo sapiens,1.8.3.2
7889,[741890],,25,assay at,Homo sapiens,1.8.3.2
7890,[704550],,25,assay at,Saccharomyces cerevisiae,1.8.3.2
7891,[742490],,25,assay at,Glycine max,1.8.3.2
7892,[742867],,25,assay at,Trypanosoma brucei,1.8.3.2
7893,[659339],,25,assay at,Arabidopsis thaliana,1.8.3.2
7894,[393054],,35,,Bos taurus,1.8.3.2
7895,[659912],,37,assay at,Cavia porcellus,1.8.3.2
7896,[723985],,60,,Aspergillus niger,1.8.3.2
7897,[394884],,25,assay at,Rattus norvegicus,1.8.3.3
7898,[394888],,25,assay with immobilized enzyme on microsensor,Penicillium sp.,1.8.3.3
7899,[394886],,30,assay at,Penicillium sp.,1.8.3.3
7900,[395104],,60,,Rhodococcus rhodochrous,1.8.3.4
7901,[706670],,23,assay at,Homo sapiens,1.8.3.5
7902,[437709],,25,assay at,Homo sapiens,1.8.3.5
7903,[710018],,30,assay at,Arabidopsis thaliana,1.8.3.5
7904,[710279],,30,assay at,Arabidopsis thaliana,1.8.3.5
7905,[437708],,37,assay at,Mus musculus,1.8.3.5
7906,[710018],,30,assay at,Arabidopsis thaliana,1.8.3.6
7907,[710279],,30,assay at,Arabidopsis thaliana,1.8.3.6
7908,[710018],,37,assay at,Arabidopsis thaliana,1.8.3.6
7909,[740770],,37,,Bos taurus,1.8.3.7
7910,[395020],,37,assay at,Bos taurus,1.8.4.1
7911,[743409],,40,,Aspergillus flavipes,1.8.4.1
7912,[687585],,37,,Physcomitrium patens,1.8.4.10
7913,[694695],,37,assay at,Physcomitrium patens,1.8.4.10
7914,[670619],,22,assay at,Arabidopsis thaliana,1.8.4.11
7915,[658215],,25,assay at,Escherichia coli,1.8.4.11
7916,[660163],,25,assay at,Arabidopsis thaliana,1.8.4.11
7917,[658215],,25,assay at,Neisseria meningitidis,1.8.4.11
7918,[659275],,25,assay at,Neisseria meningitidis,1.8.4.11
7919,[670716],,25,assay at,Dickeya chrysanthemi,1.8.4.11
7920,[657722],,37,assay at,Staphylococcus aureus,1.8.4.11
7921,[659879],,37,assay at,Staphylococcus aureus,1.8.4.11
7922,[667679],,37,assay at,Mus musculus,1.8.4.11
7923,[394092],,37,assay at,Escherichia coli,1.8.4.11
7924,[394098],,37,assay at,Escherichia coli,1.8.4.11
7925,[657734],,37,assay at,Escherichia coli,1.8.4.11
7926,[657754],,37,assay at,Escherichia coli,1.8.4.11
7927,[668581],,37,assay at,Homo sapiens,1.8.4.11
7928,[669752],,37,assay at,Homo sapiens,1.8.4.11
7929,[394098],,37,assay at,Saccharomyces cerevisiae,1.8.4.11
7930,[660379],,37,assay at,Saccharomyces cerevisiae,1.8.4.11
7931,[668698],,37,assay at,Saccharomyces cerevisiae,1.8.4.11
7932,[670714],,37,assay at,Saccharomyces cerevisiae,1.8.4.11
7933,[394100],,37,assay at,Bos taurus,1.8.4.11
7934,[657754],,37,assay at,Bos taurus,1.8.4.11
7935,[670658],,37,assay at,Bos taurus,1.8.4.11
7936,[659992],,37,assay at,Neisseria gonorrhoeae,1.8.4.11
7937,[394111],,37,assay at,Homo sapiens,1.8.4.11
7938,[670153],,37,assay at,Aggregatibacter actinomycetemcomitans,1.8.4.11
7939,[657680],,37,about,Caenorhabditis elegans,1.8.4.11
7940,[726436],,42,"the activity declines sharply after 42&deg;C, falling to the minimum at 57&deg;C (17.6% of maximal activity)",Nicotiana tabacum,1.8.4.11
7941,[687392],,60,"MsrA domain of MsrABTk, substrate: dabsyl-L-methionine-(S)-S-oxide",Thermococcus kodakarensis,1.8.4.11
7942,[658215],,25,assay at,Escherichia coli,1.8.4.12
7943,[670824],,25,assay at,Escherichia coli,1.8.4.12
7944,[660163],,25,assay at,Arabidopsis thaliana,1.8.4.12
7945,[658215],,25,assay at,Neisseria meningitidis,1.8.4.12
7946,[670824],,25,assay at,Neisseria meningitidis,1.8.4.12
7947,[687392],,30,MsrB domain of MsrABTk,Thermococcus kodakarensis,1.8.4.12
7948,[743748],,37,,Nicotiana tabacum,1.8.4.12
7949,[657722],,37,assay at,Staphylococcus aureus,1.8.4.12
7950,[659879],,37,assay at,Staphylococcus aureus,1.8.4.12
7951,[657722],,37,assay at,Mus musculus,1.8.4.12
7952,[657727],,37,assay at,Mus musculus,1.8.4.12
7953,[393073],,37,assay at,Escherichia coli,1.8.4.12
7954,[657734],,37,assay at,Escherichia coli,1.8.4.12
7955,[657754],,37,assay at,Escherichia coli,1.8.4.12
7956,[394098],,37,assay at,Homo sapiens,1.8.4.12
7957,[658704],,37,assay at,Homo sapiens,1.8.4.12
7958,[660379],,37,assay at,Saccharomyces cerevisiae,1.8.4.12
7959,[657754],,37,assay at,Bos taurus,1.8.4.12
7960,[669501],,37,assay at,Neisseria gonorrhoeae,1.8.4.12
7961,[659992],,37,assay at,Neisseria gonorrhoeae,1.8.4.12
7962,[659992],,37,assay at,Homo sapiens,1.8.4.12
7963,[659992],,37,assay at,Escherichia coli,1.8.4.12
7964,[393070],,22,assay at room temperature,Saccharomyces cerevisiae,1.8.4.13
7965,[393071],,37,assay at,Escherichia coli K-12,1.8.4.13
7966,[393068],,37,assay at,Escherichia coli B,1.8.4.13
7967,[729109],,25,assay at,Thermoplasma acidophilum,1.8.4.14
7968,[394820],,25,assay at,Rattus norvegicus,1.8.4.2
7969,[394817],,37,assay at,Rattus norvegicus,1.8.4.2
7970,[394818],,37,assay at,Rattus norvegicus,1.8.4.2
7971,[394823],,37,assay at,Rattus norvegicus,1.8.4.2
7972,[394817],,37,assay at,Bos taurus,1.8.4.2
7973,[394831],,37,assay at,Bos taurus,1.8.4.2
7974,[394833],,37,assay at,Bos taurus,1.8.4.2
7975,[394836],,37,assay at,Bos taurus,1.8.4.2
7976,[395011],,25,assay at,Rattus norvegicus,1.8.4.3
7977,[395011],,25,assay at,Bos taurus,1.8.4.3
7978,[395014],,23,assay at,Saccharomyces cerevisiae,1.8.4.4
7979,[394699],,37,assay at,Rattus norvegicus,1.8.4.7
7980,[394700],,37,assay at,Rattus norvegicus,1.8.4.7
7981,[659214],,30,assay at,Escherichia coli,1.8.4.8
7982,[659140],,35,,Escherichia coli,1.8.4.8
7983,[288643],25,20,"purified, recombinant enzyme, Ea 10.1 kcal per mol between 0&deg;C and 20&deg;C",Ulva intestinalis,1.8.4.9
7984,[687585],,37,,Physcomitrium patens,1.8.4.9
7985,[694695],,37,assay at,Physcomitrium patens,1.8.4.9
7986,[705729],,-999,assay performed at room temperature,Oryza sativa,1.8.5.1
7987,[704917],,20,assay at,Nicotiana tabacum,1.8.5.1
7988,[712867],,25,assay at,Malpighia glabra,1.8.5.1
7989,[725939],35,30,,Populus tomentosa,1.8.5.1
7990,[704917],,30,"assay at, activity significantly higher at 30&deg;C",Nicotiana tabacum,1.8.5.1
7991,[687238],60,30,,Sesamum indicum,1.8.5.1
7992,[704124],,37,assay at,Taiwanofungus camphoratus,1.8.5.1
7993,[394017],,38,,Euglena gracilis,1.8.5.1
7994,[394028],45,38,,Pleurotus ostreatus,1.8.5.1
7995,[743461],,40,,Cenchrus americanus,1.8.5.1
7996,[725939],,45,,Populus tomentosa,1.8.5.1
7997,[656833],92,20,"increasing activity is observed in the range between 20 and 92&deg;C, a maximum is not observed because of technical reasons",Acidianus ambivalens,1.8.5.2
7998,[724028],,50,recombinant enzyme,Acidithiobacillus ferrooxidans,1.8.5.2
7999,[724028],,70,native enzyme,Acidithiobacillus ferrooxidans,1.8.5.2
8000,[727080],,60,assay at,Caldivirga maquilingensis,1.8.5.4
8001,[741767],,70,,Acidithiobacillus ferrooxidans,1.8.5.4
8002,[714310],,80,,Aquifex aeolicus,1.8.5.4
8003,[714310],,80,the activity is highest at 80&deg;C (the highest temperature tested),Aquifex aeolicus,1.8.5.4
8004,[745666],,37,,Urechis unicinctus,1.8.5.8
8005,[437695],,22,"enzyme assay, reduced methyl viologen as electron donor",Spinacia oleracea,1.8.7.1
8006,[437689],,25,enzyme assay,Arthrospira platensis,1.8.7.1
8007,[437692],,25,enzyme assay,Arthrospira platensis,1.8.7.1
8008,[696126],,25,activity assay,Cyanidioschyzon merolae,1.8.7.1
8009,[437703],,30,enzyme assay,Brassica rapa,1.8.7.1
8010,[437697],,37,enzyme assay,Hordeum vulgare,1.8.7.1
8011,[437698],,37,enzyme assay,Spinacia oleracea,1.8.7.1
8012,[674504],,95,,Methanocaldococcus jannaschii,1.8.7.1
8013,[742500],40,35,,Methanomassiliicoccus luminyensis,1.8.98.1
8014,[655400],,50,,Methanosarcina barkeri,1.8.98.1
8015,[639391],80,75,,Methanothermobacter thermautotrophicus,1.8.98.1
8016,[695553],,23,malachite green assay at room temperature,Homo sapiens,1.8.98.2
8017,[712607],,30,assay at,Arabidopsis thaliana,1.8.98.2
8018,[695553],,30,kinetic assay,Homo sapiens,1.8.98.2
8019,[746286],,70,,Methanothermobacter marburgensis,1.8.98.5
8020,[726376],,70,,Methanothermobacter marburgensis,1.8.98.5
8021,[393931],,85,,archaebacterium,1.8.99.2
8022,[742577],,31,,Desulfovibrio vulgaris,1.8.99.5
8023,[742577],,31,,Archaeoglobus fulgidus,1.8.99.5
8024,[742577],,65,,Desulfovibrio vulgaris,1.8.99.5
8025,[742577],,65,,Archaeoglobus fulgidus,1.8.99.5
8026,[742465],30,25,assay at,Saccharolobus solfataricus,1.8.99.B1
8027,[724983],,30,assay at,Saccharolobus solfataricus,1.8.99.B1
8028,[679756],,30,assay at,Saccharolobus solfataricus,1.8.99.B1
8029,[701047],,30,assay at,Saccharolobus solfataricus,1.8.99.B1
8030,[725698],,30,assay at,Aquifex aeolicus,1.8.99.B1
8031,[725700],,30,assay at,Aeropyrum pernix,1.8.99.B1
8032,[661641],,90,,Pyrococcus furiosus,1.8.99.B1
8033,[394129],,35,,Acidithiobacillus thiooxidans,1.8.99.B2
8034,[737877],,40,,Acidithiobacillus thiooxidans,1.8.99.B2
8035,[742121],,40,,Acidithiobacillus thiooxidans,1.8.99.B2
8036,[726008],,42,assay at,Campylobacter jejuni,1.8.99.B2
8037,[741675],,70,,Acidithiobacillus ferrooxidans,1.8.99.B2
8038,[741478],,22,assay at room temperature,Methylotenera mobilis,1.9.6.1
8039,[697696],,24,assay at,Paracoccus pantotrophus,1.9.6.1
8040,[741958],,25,assay at,Rhodobacter sphaeroides,1.9.6.1
8041,[698544],,37,assay at,Cupriavidus necator,1.9.6.1
8042,[713887],,30,assay at,Sporomusa sp.,1.97.1.1
8043,[695753],,30,activity assay,Alicycliphilus denitrificans,1.97.1.1
8044,[695834],,30,activity assay,Pseudomonas chloritidismutans,1.97.1.1
8045,[729317],,35,"the maximum specific chlorate reductase activity is detected in the presence of low NaCl concentrations at 35&deg;C. At salt concentrations higher than 0.4 M, the maximum specific activity can be detected at higher temperatures (between 40&deg;C and 45&deg;C)",Haloferax mediterranei,1.97.1.1
8046,[713887],,37,"assay at, optimal temperature",Sporomusa sp.,1.97.1.1
8047,[729317],45,40,"the maximum specific chlorate reductase activity is detected in the presence of low NaCl concentrations at 35&deg;C. At salt concentrations higher than 0.4 M, the maximum specific activity can be detected at higher temperatures (between 40&deg;C and 45&deg;C)",Haloferax mediterranei,1.97.1.1
8048,[729317],,40,assay at,Haloferax mediterranei,1.97.1.1
8049,[437685],,45,,Dechlorosoma suillum,1.97.1.1
8050,[659023],,75,,Pseudomonas chloritidismutans,1.97.1.1
8051,[744412],,22,assay at room temperature,Synechocystis sp. PCC 6803,1.97.1.12
8052,[745985],,22,assay at room temperature,Synechocystis sp. PCC 6803,1.97.1.12
8053,[744412],,22,assay at room temperature,Chlamydomonas reinhardtii,1.97.1.12
8054,[437674],,25,assay at,Pelobacter acidigallici,1.97.1.2
8055,[437676],,25,assay at,Pelobacter massiliensis,1.97.1.2
8056,[745316],,25,assay at,Escherichia coli,1.97.1.4
8057,[744943],,30,assay at,Escherichia coli,1.97.1.4
8058,[745175],,30,assay at,Escherichia coli,1.97.1.4
8059,[644816],,20,assay at,Enterobacter cloacae,1.97.1.9
8060,[745578],,35,,Alcaligenes sp.,1.97.1.9
8061,[744931],,37,in vivo assay at,Escherichia coli,1.97.1.9
8062,[714365],,65,optimal temperature for molybdenum-SER,Thauera selenatis,1.97.1.9
8063,[714365],,80,optimal temperature for tungsten-SER is higher than 80&deg;C,Thauera selenatis,1.97.1.9
8064,[441252],,25,assay at,Sus scrofa,2.1.1.1
8065,[701990],,37,assay at,Mus musculus,2.1.1.1
8066,[706094],,37,assay at,Mus musculus,2.1.1.1
8067,[733737],,37,assay at,Mus musculus,2.1.1.1
8068,[734368],,37,assay at,Mus musculus,2.1.1.1
8069,[733214],,37,assay at,Homo sapiens,2.1.1.1
8070,[733618],,37,assay at,Homo sapiens,2.1.1.1
8071,[734368],,37,assay at,Homo sapiens,2.1.1.1
8072,[734368],,37,assay at,Oryctolagus cuniculus,2.1.1.1
8073,[687808],,7.5,activity assay at,Homo sapiens,2.1.1.10
8074,[441383],35,30,,Cyberlindnera jadinii,2.1.1.10
8075,[441383],35,30,,Saccharomyces cerevisiae,2.1.1.10
8076,[441383],35,30,,Klebsiella aerogenes,2.1.1.10
8077,[705689],,22,assay at room temperature,Homo sapiens,2.1.1.100
8078,[485047],,31,,Streptomyces fradiae,2.1.1.101
8079,[485048],,31,,Streptomyces fradiae,2.1.1.101
8080,[485050],,31,,Streptomyces fradiae,2.1.1.101
8081,[485050],,42,,Streptomyces fradiae,2.1.1.102
8082,[671898],,30,assay at,Caenorhabditis elegans,2.1.1.103
8083,[698812],,30,assay at,Plasmodium falciparum,2.1.1.103
8084,[734993],,30,,Triticum aestivum,2.1.1.104
8085,[758087],,30,,Triticum aestivum,2.1.1.104
8086,[485077],,30,assay at,Petroselinum crispum,2.1.1.104
8087,[485080],,30,assay at,Petroselinum crispum,2.1.1.104
8088,[706277],,30,assay at,Linum usitatissimum,2.1.1.104
8089,[720716],,30,assay at,Vanilla planifolia,2.1.1.104
8090,[485082],,45,,Streptomyces laurentii,2.1.1.106
8091,[696120],,22,assay at room temperature,Desulfovibrio vulgaris,2.1.1.107
8092,[703663],,37,assay at,Pseudomonas aeruginosa,2.1.1.107
8093,[485093],,37,assay at,Daucus carota,2.1.1.108
8094,[687761],,30,assay at,Chlorobaculum tepidum,2.1.1.11
8095,[684982],,30,assay at,Rhodobacter capsulatus,2.1.1.11
8096,[695554],,30,activity assay,Synechocystis sp. PCC 6803,2.1.1.11
8097,[485105],,37,,Triticum aestivum,2.1.1.11
8098,[485115],35,25,,Aspergillus parasiticus,2.1.1.110
8099,[485117],45,40,,Aspergillus parasiticus,2.1.1.110
8100,[485120],,32,assay at,Ruta graveolens,2.1.1.111
8101,[485121],,32,assay at,Ruta graveolens,2.1.1.111
8102,[485121],,32,assay at,Choisya ternata,2.1.1.111
8103,[689543],,32,assay at,Ruta graveolens,2.1.1.111
8104,[705556],,37,assay at,Moraxella bovis,2.1.1.113
8105,[705556],,37,assay at,Moraxella cuniculi,2.1.1.113
8106,[694446],,70,assay at,Pyrococcus sp. GI-H,2.1.1.113
8107,[15190],40,35,"isoenzyme NMT-I, NMT-II and NMT-III",Berberis koetineana,2.1.1.115
8108,[685739],,24,culture condition for Eschscholzia californica,Eschscholzia californica,2.1.1.116
8109,[689501],,25,culture condition for Coptis japonica,Coptis japonica,2.1.1.116
8110,[676471],,30,OMT enzyme assay,Eschscholzia californica,2.1.1.116
8111,[676471],,30,OMT enzyme assay,Coptis japonica,2.1.1.116
8112,[15191],40,35,,Berberis koetineana,2.1.1.116
8113,[676691],,40,"with (R,S)-3'-hydroxy-N-methylcoclaurine as substrate",Papaver somniferum,2.1.1.116
8114,[757982],,35,,Eschscholzia californica subsp. californica,2.1.1.117
8115,[15196],,37,,Berberis wilsoniae,2.1.1.117
8116,[441450],,20,,Berberis wilsoniae,2.1.1.118
8117,[441450],,20,,Berberis aggregata,2.1.1.118
8118,[7392],40,30,,Eschscholzia californica,2.1.1.119
8119,[7393],,30,,Thalictrum bulgaricum,2.1.1.120
8120,[15204],,35,,Argemone platyceras,2.1.1.121
8121,[15205],30,25,,Sanguinaria canadensis,2.1.1.122
8122,[674802],,37,,Papaver somniferum,2.1.1.122
8123,[674802],,37,assay at,Papaver somniferum,2.1.1.122
8124,[15206],40,37,,Eschscholzia californica,2.1.1.122
8125,[485354],,30,assay at,Pisum sativum,2.1.1.127
8126,[689501],,25,culture condition for Coptis japonica,Coptis japonica,2.1.1.128
8127,[676471],,30,OMT enzyme assay,Coptis japonica,2.1.1.128
8128,[15229],,35,,Argemone platyceras,2.1.1.128
8129,[288646],,50,,Vigna umbellata,2.1.1.129
8130,[441185],,31,,Phaseolus vulgaris,2.1.1.13
8131,[441185],,39,,Phaseolus vulgaris,2.1.1.13
8132,[441176],,45,,Escherichia coli,2.1.1.13
8133,[441177],,45,,Bos taurus,2.1.1.13
8134,[657589],,28,,Trichoderma longibrachiatum,2.1.1.136
8135,[288647],50,40,,Trichoderma sp. 'virgatum',2.1.1.136
8136,[733175],,37,,Pseudomonas alcaligenes,2.1.1.137
8137,[673463],,37,assay at,Rattus norvegicus,2.1.1.137
8138,[673463],,37,assay at,Homo sapiens,2.1.1.137
8139,[718946],70,60,,Cyanidioschyzon sp.,2.1.1.137
8140,[441328],,57,,Saccharomyces cerevisiae,2.1.1.14
8141,[15230],37,34,"23fold purified enzyme preparation, pH 9.0",Tinospora cordifolia,2.1.1.140
8142,[757941],,18,isozymes PtJAMT2 and PtJAMT3,Picea abies,2.1.1.141
8143,[645946],,20,,Brassica rapa subsp. oleifera,2.1.1.141
8144,[645945],,20,,Arabidopsis thaliana,2.1.1.141
8145,[757941],,27,isozyme PtJAMT1,Picea abies,2.1.1.141
8146,[757934],35,30,,Chlamydomonas reinhardtii,2.1.1.142
8147,[485339],,30,assay at,Glycine max,2.1.1.142
8148,[718966],,30,assay at,Paracoccidioides brasiliensis,2.1.1.142
8149,[685589],,35,assay at,Glycine max,2.1.1.142
8150,[685598],,35,assay at,Glycine max,2.1.1.142
8151,[288661],,35,assay at,Prototheca wickerhamii,2.1.1.142
8152,[685589],,35,inhibition assay at,Glycine max,2.1.1.142
8153,[685598],,35,inhibition assay at,Glycine max,2.1.1.142
8154,[757934],35,30,,Chlamydomonas reinhardtii,2.1.1.143
8155,[757150],,30,assay at,Clarkia breweri,2.1.1.146
8156,[485156],,37,,Corydalis cava,2.1.1.147
8157,[678023],,75,optimum RNA-binding activity,Pyrococcus furiosus,2.1.1.148
8158,[441446],,30,assay at,Medicago sativa,2.1.1.150
8159,[441448],,30,assay at,Medicago sativa,2.1.1.150
8160,[655395],,30,assay at,Avena sativa,2.1.1.153
8161,[657118],,30,assay at,Avena sativa,2.1.1.153
8162,[655462],,25,assay at,Dianthus caryophyllus,2.1.1.155
8163,[657578],,37,assay at,Halorhodospira halochloris,2.1.1.156
8164,[659145],,37,assay at,Halorhodospira halochloris,2.1.1.156
8165,[659145],,37,assay at,Actinopolyspora halophila,2.1.1.156
8166,[659286],,37,assay at,Aphanothece halophytica,2.1.1.156
8167,[720836],,37,assay at,Methanohalophilus portucalensis,2.1.1.156
8168,[657578],,37,assay at,Halorhodospira halochloris,2.1.1.157
8169,[659145],,37,assay at,Halorhodospira halochloris,2.1.1.157
8170,[659145],,37,assay at,Actinopolyspora halophila,2.1.1.157
8171,[659286],,37,assay at,Aphanothece halophytica,2.1.1.157
8172,[720836],,37,assay at,Methanohalophilus portucalensis,2.1.1.157
8173,[667116],,20,assay at,Coffea arabica,2.1.1.158
8174,[655545],,27,assay at,Camellia sinensis,2.1.1.158
8175,[721124],,27,assay at,Coffea sp.,2.1.1.158
8176,[670578],,27,assay at,Coffea arabica,2.1.1.158
8177,[670509],,30,assay at,Coffea arabica,2.1.1.158
8178,[670598],,37,assay at,Coffea canephora,2.1.1.158
8179,[655545],,27,assay at,Camellia sinensis,2.1.1.159
8180,[670578],,27,assay at,Coffea arabica,2.1.1.159
8181,[670507],,30,assay at,Coffea arabica,2.1.1.159
8182,[670509],,30,assay at,Coffea arabica,2.1.1.159
8183,[670598],,37,assay at,Coffea canephora,2.1.1.159
8184,[668585],,37,assay at,Coffea arabica,2.1.1.159
8185,[756759],,45,,Camellia gymnogyna,2.1.1.159
8186,[655545],,27,assay at,Camellia sinensis,2.1.1.160
8187,[670578],,27,assay at,Coffea arabica,2.1.1.160
8188,[670507],,30,assay at,Coffea arabica,2.1.1.160
8189,[670509],,30,assay at,Coffea arabica,2.1.1.160
8190,[757526],,30,assay at,Coffea arabica,2.1.1.160
8191,[668585],,37,assay at,Coffea arabica,2.1.1.160
8192,[670598],,37,assay at,Coffea canephora,2.1.1.160
8193,[758064],,25,,Thalassiosira pseudonana,2.1.1.162
8194,[677087],,28,glycine as subtrate,Methanohalophilus portucalensis,2.1.1.162
8195,[698706],,37,assay at,Geobacillus stearothermophilus,2.1.1.163
8196,[680600],,22,assay at,Brassica oleracea,2.1.1.165
8197,[682593],,22,assay at room temperature,Batis maritima,2.1.1.165
8198,[695730],,30,assay at,Rhizobium sp.,2.1.1.165
8199,[700660],,30,assay at,Pavlova gyrans,2.1.1.165
8200,[705722],,37,assay at,Escherichia coli,2.1.1.166
8201,[704404],,55,,Escherichia coli,2.1.1.166
8202,[697605],,37,assay at,Saccharomyces cerevisiae,2.1.1.168
8203,[703623],,30,assay at,Triticum aestivum,2.1.1.169
8204,[719189],,20,assay at,Lithobates pipiens,2.1.1.17
8205,[720359],,20,assay at,Mytilus galloprovincialis,2.1.1.17
8206,[675185],,37,assay at,Rattus norvegicus,2.1.1.17
8207,[485166],,40,,Saccharomyces cerevisiae,2.1.1.17
8208,[705767],,37,assay at,Escherichia coli,2.1.1.170
8209,[721042],,37,assay at,Escherichia coli,2.1.1.170
8210,[719931],,37,assay at,Mycobacterium tuberculosis,2.1.1.171
8211,[440041],,37,assay at,Escherichia coli,2.1.1.172
8212,[720598],,37,assay at,Escherichia coli,2.1.1.173
8213,[706086],,30,assay at,Hordeum vulgare,2.1.1.175
8214,[706086],,30,assay at,Zea mays,2.1.1.175
8215,[700855],,37,assay at,Oryza sativa,2.1.1.175
8216,[702199],,37,assay at,Escherichia coli,2.1.1.176
8217,[702200],,37,assay at,Escherichia coli,2.1.1.176
8218,[706718],,37,assay at,Escherichia coli,2.1.1.177
8219,[705111],,37,assay at,Escherichia coli,2.1.1.178
8220,[712741],,30,assay at,Escherichia coli,2.1.1.179
8221,[712738],,30,assay at,plasmid pAT780,2.1.1.179
8222,[704280],,35,assay at,Micromonospora zionensis,2.1.1.179
8223,[701725],,35,assay at,Escherichia coli,2.1.1.180
8224,[705116],,37,assay at,Escherichia coli,2.1.1.181
8225,[718932],,30,assay at,Escherichia coli,2.1.1.182
8226,[704371],,37,assay at,Escherichia coli,2.1.1.182
8227,[662611],,25,assay at,Bacillus subtilis,2.1.1.184
8228,[703219],,25,assay at,Bacillus subtilis,2.1.1.184
8229,[705957],,25,assay at,Bacillus subtilis,2.1.1.184
8230,[485437],,37,assay at,Bacillus subtilis,2.1.1.184
8231,[485438],,37,assay at,Bacillus subtilis,2.1.1.184
8232,[704252],,37,assay at,Bacillus subtilis,2.1.1.184
8233,[700284],,37,assay at,Escherichia coli,2.1.1.186
8234,[720593],,37,assay at,Escherichia coli,2.1.1.186
8235,[441501],,37,assay at,Pseudomonas fluorescens,2.1.1.187
8236,[441501],,37,assay at,Klebsiella aerogenes,2.1.1.187
8237,[441501],,37,assay at,Pseudomonas putida,2.1.1.187
8238,[441501],,37,assay at,Proteus mirabilis,2.1.1.187
8239,[441501],,37,assay at,Dickeya chrysanthemi,2.1.1.187
8240,[441501],,37,assay at,Shewanella putrefaciens,2.1.1.187
8241,[441501],,37,assay at,Azotobacter vinelandii,2.1.1.187
8242,[441501],,37,assay at,Pseudomonas stutzeri,2.1.1.187
8243,[441501],,37,assay at,Pseudomonas syringae,2.1.1.187
8244,[441501],,37,assay at,Acinetobacter sp.,2.1.1.187
8245,[441501],,37,assay at,Escherichia coli,2.1.1.187
8246,[441501],,37,assay at,Lactiplantibacillus plantarum,2.1.1.188
8247,[441501],,37,assay at,Bacillus subtilis,2.1.1.188
8248,[441501],,37,assay at,Bacillus megaterium,2.1.1.188
8249,[441501],,37,assay at,Lactococcus lactis,2.1.1.188
8250,[441501],,37,assay at,Enterococcus faecalis,2.1.1.188
8251,[441501],,37,assay at,Streptococcus pneumoniae,2.1.1.188
